Date,Close ,Volume
2023-11-10,30639.05,12703735.0
2023-11-12,30861.0,2066938.0
2023-11-13,30635.85,8906770.0
2023-11-15,31429.35,24328330.0
2023-11-16,32273.35,26936523.0
2023-11-17,32191.3,16422338.0
2023-11-20,32383.2,15288580.0
2023-11-21,32325.7,12383952.0
2023-11-22,32564.4,11078540.0
2023-11-23,32370.65,14217724.0
2023-11-24,32055.15,11833523.0
2023-11-28,32118.45,14291599.0
2023-11-29,32608.4,18809278.0
2023-11-30,32582.2,39485165.0
2023-12-01,32598.7,13434173.0
2023-12-04,32665.55,16847469.0
2023-12-05,32479.15,18997780.0
2023-12-06,33022.6,25298893.0
2023-12-07,32961.6,16759090.0
2023-12-08,33392.9,25718273.0
2023-12-11,33514.25,16299542.0
2023-12-12,33493.9,19739960.0
2023-12-13,33066.65,23528414.0
2023-12-14,34223.35,43972461.0
2023-12-15,35782.45,67549074.0
2023-12-18,35685.55,27593056.0
2023-12-19,35345.0,20560813.0
2023-12-20,34741.0,32449410.0
2023-12-21,34846.05,19948751.0
2023-12-22,35637.8,39173458.0
2023-12-26,35493.4,40071663.0
2023-12-27,35741.0,22864198.0
2023-12-28,35691.6,21678647.0
2023-12-29,35515.0,18044431.0
2024-01-01,35695.9,17623657.0
2024-01-02,35283.1,18439234.0
2024-01-03,34395.45,24861533.0
2024-01-04,34409.4,26946973.0
2024-01-05,34851.7,24561089.0
2024-01-08,34514.65,15045046.0
2024-01-09,34662.45,18703812.0
2024-01-10,34834.35,16291250.0
2024-01-11,34735.25,21928232.0
2024-01-12,36521.7,67145819.0
2024-01-15,37201.95,99246973.0
2024-01-16,36727.1,28835598.0
2024-01-17,36960.4,35576084.0
2024-01-18,36730.5,34235335.0
2024-01-19,37069.25,24371607.0
2024-01-20,36697.5,10653354.0
2024-01-23,36521.35,31151729.0
2024-01-24,37090.15,23570462.0
2024-01-25,36496.2,30826693.0
2024-01-29,36531.9,18309101.0
2024-01-30,36381.95,19523683.0
2024-01-31,36638.4,25117373.0
2024-02-01,36534.55,18718023.0
2024-02-02,37323.25,26859773.0
2024-02-05,37162.15,15430785.0
2024-02-06,38246.3,36882082.0
2024-02-07,37767.75,17749710.0
2024-02-08,37851.6,20865415.0
2024-02-09,37699.25,16093101.0
2024-02-12,37998.0,38322893.0
2024-02-13,38204.0,20462096.0
2024-02-14,37775.4,22949601.0
2024-02-15,37999.55,19193939.0
2024-02-16,38477.05,
2024-02-19,38363.15,17687856.0
2024-02-20,38029.7,15684960.0
2024-02-21,37405.9,18939297.0
2024-02-22,38130.15,23917564.0
2024-02-23,38045.65,22926945.0
2024-02-26,37598.65,14505060.0
2024-02-27,37870.25,17917209.0
2024-02-28,37741.75,14799770.0
2024-02-29,37720.4,26378415.0
2024-03-01,37516.05,18800716.0
2024-03-02,37605.8,1123219.0
2024-03-04,37314.8,14489617.0
2024-03-05,36720.75,18131793.0
2024-03-06,37001.8,20098500.0
2024-03-07,37099.9,20519523.0
2024-03-11,36988.3,20990399.0
2024-03-12,37224.25,20585390.0
