Date,Close ,Volume
2023-11-10,43820.1,89974914.0
2023-11-12,43996.65,26541813.0
2023-11-13,43891.25,169596833.0
2023-11-15,44201.7,202535584.0
2023-11-16,44161.55,144312535.0
2023-11-17,43583.95,227415842.0
2023-11-20,43584.95,124319579.0
2023-11-21,43689.15,108196578.0
2023-11-22,43449.6,150863505.0
2023-11-23,43577.5,72280382.0
2023-11-24,43769.1,96846530.0
2023-11-28,43880.95,151249387.0
2023-11-29,44566.45,152338716.0
2023-11-30,44481.75,343168253.0
2023-12-01,44814.2,204927587.0
2023-12-04,46431.4,311170393.0
2023-12-05,47012.25,326064098.0
2023-12-06,46834.55,244245159.0
2023-12-07,46841.4,208148115.0
2023-12-08,47262.0,218254038.0
2023-12-11,47314.25,182500023.0
2023-12-12,47097.55,181986087.0
2023-12-13,47092.25,202304718.0
2023-12-14,47732.3,193093079.0
2023-12-15,48143.55,313865426.0
2023-12-18,47867.7,157255424.0
2023-12-19,47870.9,189789200.0
2023-12-20,47445.3,242487993.0
2023-12-21,47840.15,207998676.0
2023-12-22,47491.85,165824495.0
2023-12-26,47724.85,118747478.0
2023-12-27,48282.2,184934337.0
2023-12-28,48508.55,391088458.0
2023-12-29,48292.25,173986713.0
2024-01-01,48234.3,146861652.0
2024-01-02,47761.65,183177683.0
2024-01-03,47704.95,233345158.0
2024-01-04,48195.85,175744981.0
2024-01-05,48159.0,180954626.0
2024-01-08,47450.25,231436501.0
2024-01-09,47242.65,160987383.0
2024-01-10,47360.85,165160645.0
2024-01-11,47438.35,132519875.0
2024-01-12,47709.8,191640544.0
2024-01-15,48158.3,167053734.0
2024-01-16,48125.1,224460146.0
2024-01-17,46064.45,499645242.0
2024-01-18,45713.55,275044049.0
2024-01-19,45701.15,296609385.0
2024-01-20,46058.2,157202694.0
2024-01-23,45015.05,422624502.0
2024-01-24,45082.4,348696634.0
2024-01-25,44866.15,386805113.0
2024-01-29,45442.35,336781672.0
2024-01-30,45367.75,232110117.0
2024-01-31,45996.8,373131629.0
2024-02-01,46188.65,305721773.0
2024-02-02,45970.95,337040622.0
2024-02-05,45825.55,265909716.0
2024-02-06,45690.8,178592534.0
2024-02-07,45818.5,283674776.0
2024-02-08,45012.0,319908560.0
2024-02-09,45634.55,275980366.0
2024-02-12,44882.25,268816417.0
2024-02-13,45502.4,245860544.0
2024-02-14,45908.3,279949703.0
2024-02-15,46218.9,277735723.0
2024-02-16,46384.85,
2024-02-19,46535.5,158391356.0
2024-02-20,47094.2,171886069.0
2024-02-21,47019.7,198947007.0
2024-02-22,46919.8,177182875.0
2024-02-23,46811.75,200518213.0
2024-02-26,46576.5,223684075.0
2024-02-27,46588.05,157256037.0
2024-02-28,45963.15,167271103.0
2024-02-29,46120.9,544734727.0
2024-03-01,47286.9,172519003.0
2024-03-02,47297.5,12241084.0
2024-03-04,47456.1,158086247.0
2024-03-05,47581.0,176908608.0
2024-03-06,47965.4,301719696.0
2024-03-07,47835.8,146312130.0
2024-03-11,47327.85,204168522.0
2024-03-12,47282.4,207215490.0
2024-03-13,46981.3,274610911.0
2024-03-14,46789.95,220394655.0
2024-03-15,46594.1,339276817.0
2024-03-18,46575.9,151328904.0
2024-03-19,46384.8,147080034.0
2024-03-20,46310.9,210365443.0
2024-03-21,46684.9,150392246.0
2024-03-22,46863.75,172184807.0
2024-03-26,46600.2,171655734.0
2024-03-27,46785.95,285050400.0
2024-03-28,47124.6,347979603.0
2024-04-01,47578.25,134089417.0
2024-04-02,47545.45,183398624.0
2024-04-03,47624.25,283779413.0
2024-04-04,48060.8,324271925.0
2024-04-05,48493.05,214305236.0
2024-04-08,48581.7,263381555.0
2024-04-09,48730.55,147583296.0
2024-04-10,48986.6,247065747.0
2024-04-12,48564.55,207985339.0
2024-04-15,47773.25,197115142.0
2024-04-16,47484.8,186069576.0
2024-04-18,47069.45,186371057.0
2024-04-19,47574.15,164580371.0
2024-04-22,47924.9,177719481.0
2024-04-23,47970.45,141110604.0
2024-04-24,48189.0,112159300.0
2024-04-25,48494.95,337412581.0
2024-04-26,48201.05,208118242.0
2024-04-29,49424.05,327134115.0
2024-04-30,49396.75,402874252.0
2024-05-02,49231.05,291857104.0
2024-05-03,48923.55,222964426.0
2024-05-06,48895.3,340187386.0
2024-05-07,48285.35,230306618.0
2024-05-08,48021.1,286041100.0
2024-05-09,47487.9,272914366.0
2024-05-10,47421.1,218854712.0
2024-05-13,47754.1,220865860.0
2024-05-14,47859.45,151958187.0
2024-05-15,47687.45,188783717.0
2024-05-16,47977.05,219943967.0
2024-05-17,48115.65,143821357.0
2024-05-18,48199.5,19246577.0
2024-05-21,48048.2,166750558.0
2024-05-22,47781.95,204867369.0
2024-05-23,48768.6,184456258.0
2024-05-24,48971.65,135007612.0
2024-05-27,49281.8,226530645.0
2024-05-28,49142.15,155174235.0
2024-05-29,48501.35,183590101.0
2024-05-30,48682.35,151037825.0
