Date,Close ,Volume
2024-03-14,20514.25,65323647.0
2024-03-15,20192.3,80387919.0
2024-03-18,20446.6,47737677.0
2024-03-19,20354.1,45785519.0
2024-03-20,20406.45,45661764.0
2024-03-21,20700.25,61033869.0
2024-03-22,21046.4,52410949.0
2024-03-26,21038.3,50917608.0
2024-03-27,21146.2,41299749.0
2024-03-28,21419.1,53397534.0
2024-04-01,21385.25,51272976.0
2024-04-02,21614.25,74513298.0
2024-04-03,21555.35,42393577.0
2024-04-04,21651.85,52824083.0
2024-04-05,21600.9,40178700.0
2024-04-08,22067.95,122797698.0
2024-04-09,21999.35,92144171.0
2024-04-10,21985.15,59631715.0
2024-04-12,21851.3,86183679.0
2024-04-15,21680.3,95235956.0
2024-04-16,21703.05,136279607.0
2024-04-18,21520.75,141966235.0
2024-04-19,21609.7,75732478.0
2024-04-22,21812.7,89846941.0
2024-04-23,21914.3,52535836.0
2024-04-24,21896.9,44998054.0
2024-04-25,22174.05,56375730.0
2024-04-26,22111.55,117135987.0
2024-04-29,22078.75,46229810.0
2024-04-30,22479.9,111469241.0
2024-05-02,22733.5,94917746.0
2024-05-03,22541.35,64074990.0
2024-05-06,22526.6,44441800.0
2024-05-07,22114.0,50868947.0
2024-05-08,22458.65,56587153.0
2024-05-09,22633.3,77164650.0
2024-05-10,22846.9,55658167.0
2024-05-13,22462.65,114099966.0
2024-05-14,22874.8,59753593.0
2024-05-15,22759.85,62856706.0
2024-05-16,22886.85,94641681.0
2024-05-17,23285.65,63939943.0
2024-05-18,23339.3,8651870.0
2024-05-21,23353.75,65431436.0
2024-05-22,23324.1,64571530.0
2024-05-23,23849.25,68097502.0
2024-05-24,23891.45,112344954.0
2024-05-27,23877.15,150518473.0
2024-05-28,23814.25,87645862.0
2024-05-29,23757.95,90165352.0
2024-05-30,23471.0,149456320.0
2024-05-31,23419.6,148925142.0
2024-06-03,23992.7,90005020.0
2024-06-04,23193.3,159623518.0
2024-06-05,24283.75,100526658.0
2024-06-06,24396.7,93625916.0
2024-06-07,25020.2,85280800.0
2024-06-10,25022.65,94077853.0
2024-06-11,25230.8,67249723.0
2024-06-12,25217.6,69940038.0
2024-06-13,25393.2,56188939.0
2024-06-14,25722.1,72887829.0
2024-06-18,25715.3,103640407.0
2024-06-19,25381.7,88472925.0
2024-06-20,25267.85,78385612.0
2024-06-21,25092.3,80595532.0
2024-06-24,25309.8,64272666.0
2024-06-25,25250.25,113407606.0
2024-06-26,25018.9,73071395.0
2024-06-27,25191.4,107204926.0
2024-06-28,25200.6,84279293.0
2024-07-01,25323.85,79054521.0
2024-07-02,25130.85,84189238.0
2024-07-03,25182.8,66859034.0
2024-07-04,25366.45,57740686.0
2024-07-05,25398.3,51803216.0
2024-07-08,25260.5,49449297.0
2024-07-09,25823.55,59737259.0
2024-07-10,25302.8,73851430.0
2024-07-11,25257.25,48690165.0
2024-07-12,25145.45,35341104.0
2024-07-15,25419.8,51106255.0
2024-07-16,25482.9,38007194.0
2024-07-18,25576.7,93208552.0
2024-07-19,24963.35,62626068.0
2024-07-22,25250.75,57703274.0
2024-07-23,25321.7,62594755.0
2024-07-24,25309.05,49580274.0
2024-07-25,25627.35,82928830.0
2024-07-26,26250.7,101503593.0
2024-07-29,26426.55,76547963.0
2024-07-30,26580.95,71655396.0
2024-07-31,26685.25,50956487.0
2024-08-01,26487.45,60850985.0
2024-08-02,25714.45,63744861.0
2024-08-05,24706.5,153448621.0
2024-08-06,24520.05,87133066.0
2024-08-07,24937.6,53094183.0
2024-08-08,24917.35,64934199.0
2024-08-09,25346.65,60189713.0
2024-08-12,25278.95,47190747.0
2024-08-13,25081.85,61736495.0
2024-08-14,25093.5,59103629.0
2024-08-16,25597.35,50265712.0
2024-08-19,25368.75,52441669.0
2024-08-20,25500.0,67207879.0
2024-08-21,25586.75,43988900.0
2024-08-22,25563.65,41215079.0
2024-08-23,25850.7,70287781.0
2024-08-26,25941.45,44105443.0
2024-08-27,25911.9,48149053.0
2024-08-28,25879.4,37324534.0
2024-08-29,26020.4,85191848.0
2024-08-30,26172.8,63954621.0
2024-09-02,26071.4,30609536.0
2024-09-03,26034.65,31457237.0
2024-09-04,25934.25,33645971.0
2024-09-05,25835.3,38808942.0
2024-09-06,25527.15,35229024.0
2024-09-09,25495.25,32983818.0
2024-09-10,25556.45,31064534.0
2024-09-11,25240.6,72547549.0
2024-09-12,25779.8,59497059.0
2024-09-13,25820.85,61549446.0
2024-09-16,25829.65,42309775.0
2024-09-17,25896.4,100207862.0
2024-09-18,25804.45,122923164.0
2024-09-19,25907.65,74076464.0
2024-09-20,26394.55,83365044.0
2024-09-23,26805.4,57761796.0
2024-09-24,26920.45,52054870.0
2024-09-25,26888.35,49037014.0
2024-09-26,27496.25,103423482.0
2024-09-27,27610.75,79775658.0
2024-09-30,27027.2,57925271.0
2024-10-01,27083.45,48022250.0
2024-10-03,26302.1,69051205.0
2024-10-04,25926.3,68087032.0
2024-10-07,25807.15,54936242.0
2024-10-08,26236.1,57335551.0
2024-10-09,26450.25,67937758.0
2024-10-10,26528.5,70401991.0
2024-10-11,26436.6,48322775.0
2024-10-14,26463.55,35649230.0
2024-10-15,26242.6,43390173.0
2024-10-16,25909.0,41133197.0
2024-10-17,24991.2,58069707.0
2024-10-18,25146.9,42828763.0
2024-10-21,25251.85,36511423.0
2024-10-22,24627.25,50098256.0
2024-10-23,24451.3,49557431.0
2024-10-24,24324.85,39832399.0
2024-10-25,23799.3,49094428.0
2024-10-28,23964.45,34342270.0
2024-10-29,23588.6,64576367.0
2024-10-30,23594.0,49482989.0
2024-10-31,23514.7,48548428.0
2024-11-01,23805.6,8691645.0
2024-11-04,23573.2,68421073.0
2024-11-05,23839.6,48008328.0
2024-11-06,24137.9,38475204.0
2024-11-07,23812.5,47982179.0
2024-11-08,23805.2,59204921.0
