Date,Close ,Volume
2023-11-10,7970.55,68991214.0
2023-11-12,8013.75,14325155.0
2023-11-13,7999.1,58728162.0
2023-11-15,8115.55,104191225.0
2023-11-16,8173.1,109943569.0
2023-11-17,8082.3,114892772.0
2023-11-20,8072.25,45983691.0
2023-11-21,8078.8,69695706.0
2023-11-22,8106.6,72540402.0
2023-11-23,8179.45,70811765.0
2023-11-24,8161.2,71477791.0
2023-11-28,8347.25,165985941.0
2023-11-29,8414.6,131447886.0
2023-11-30,8476.4,231721686.0
2023-12-01,8518.8,131910305.0
2023-12-04,8786.75,237918470.0
2023-12-05,8910.55,178549367.0
2023-12-06,9043.05,140391918.0
2023-12-07,9109.7,136074845.0
2023-12-08,9044.5,109205597.0
2023-12-11,9044.25,102214279.0
2023-12-12,8926.85,77486922.0
2023-12-13,8915.1,103439998.0
2023-12-14,9039.3,137633297.0
2023-12-15,9150.9,156209349.0
2023-12-18,9155.65,80711857.0
2023-12-19,9228.65,108066466.0
2023-12-20,9053.8,205636249.0
2023-12-21,9210.45,123347259.0
2023-12-22,9287.05,187858892.0
2023-12-26,9427.05,189209221.0
2023-12-27,9399.4,117165259.0
2023-12-28,9588.75,229901200.0
2023-12-29,9496.15,160397028.0
2024-01-01,9572.85,124979847.0
2024-01-02,9635.85,136644746.0
2024-01-03,9688.95,120189383.0
2024-01-04,9745.4,120580290.0
2024-01-05,9770.3,119097280.0
2024-01-08,9720.8,108437738.0
2024-01-09,9731.05,86814697.0
2024-01-10,9731.65,98413040.0
2024-01-11,9875.2,124260705.0
2024-01-12,10019.95,137093977.0
2024-01-15,10193.2,144126953.0
2024-01-16,10230.65,181019595.0
2024-01-17,10128.9,145042475.0
2024-01-18,10189.4,131518944.0
2024-01-19,10359.0,115644174.0
2024-01-20,10373.4,88846994.0
2024-01-23,10013.15,173933604.0
2024-01-24,10215.0,121596875.0
2024-01-25,10183.3,132097656.0
2024-01-29,10710.4,226704121.0
2024-01-30,10656.35,266819541.0
2024-01-31,10728.65,142410706.0
2024-02-01,10727.95,139071820.0
2024-02-02,11111.5,285467618.0
2024-02-05,11271.4,276735578.0
2024-02-06,11572.05,281798310.0
2024-02-07,11596.8,203736389.0
2024-02-08,11704.3,195754960.0
2024-02-09,11541.4,215232392.0
2024-02-12,11239.05,153245214.0
2024-02-13,11289.65,115776125.0
2024-02-14,11639.85,175232319.0
2024-02-15,11926.4,252042279.0
2024-02-16,11854.1,218879181.0
2024-02-19,11919.7,125296193.0
2024-02-20,11943.35,118591516.0
2024-02-21,11771.95,103194840.0
2024-02-22,11806.75,123044197.0
2024-02-23,11756.3,88285163.0
2024-02-26,11769.9,119574363.0
2024-02-27,11684.15,102146961.0
2024-02-28,11441.6,102627791.0
2024-02-29,11457.5,156101217.0
2024-03-01,11715.4,119938983.0
2024-03-02,11751.9,7955429.0
2024-03-04,11972.0,162779858.0
2024-03-05,12034.65,110168105.0
2024-03-06,11911.2,139008122.0
2024-03-07,11768.25,71529059.0
2024-03-11,11643.55,90726488.0
2024-03-12,11589.3,93912621.0
2024-03-13,11025.4,121517998.0
2024-03-14,11281.85,125215818.0
2024-03-15,11058.8,294732866.0
2024-03-18,11103.15,77474650.0
2024-03-19,10915.15,110728851.0
2024-03-20,11055.85,80384388.0
2024-03-21,11201.75,90004606.0
2024-03-22,11223.0,90764655.0
2024-03-26,11304.55,98295156.0
2024-03-27,11365.75,115093178.0
2024-03-28,11440.9,98238599.0
2024-04-01,11500.3,67156364.0
2024-04-02,11649.7,109963603.0
2024-04-03,11654.5,134622917.0
2024-04-04,11494.8,102567982.0
2024-04-05,11503.65,109954168.0
2024-04-08,11670.5,121764628.0
2024-04-09,11618.7,118406336.0
2024-04-10,11793.05,158264553.0
2024-04-12,11647.75,139212887.0
2024-04-15,11695.15,223576282.0
2024-04-16,11765.3,191637374.0
2024-04-18,11635.3,162438955.0
2024-04-19,11609.85,137740498.0
2024-04-22,11666.9,143474733.0
2024-04-23,11581.55,105334490.0
2024-04-24,11658.6,113750289.0
2024-04-25,11741.9,84218329.0
2024-04-26,11785.15,82959935.0
2024-04-29,11899.05,103794574.0
2024-04-30,11826.5,143341931.0
2024-05-02,11925.0,178263395.0
2024-05-03,11807.65,123405128.0
2024-05-06,11601.2,108100313.0
2024-05-07,11383.1,130208372.0
2024-05-08,11577.05,114110835.0
2024-05-09,11212.35,110444597.0
2024-05-10,11348.7,109176811.0
2024-05-13,11263.9,91660713.0
2024-05-14,11439.2,77013896.0
2024-05-15,11507.25,69454076.0
2024-05-16,11533.0,128521746.0
2024-05-17,11644.4,87216577.0
2024-05-18,11699.0,17679619.0
2024-05-21,11767.75,129767416.0
2024-05-22,11789.7,112369229.0
2024-05-23,11930.8,111782970.0
2024-05-24,11992.15,96151824.0
2024-05-27,11926.15,95168253.0
2024-05-28,11804.65,62968593.0
2024-05-29,11684.85,61371064.0
2024-05-30,11539.05,75545898.0
2024-05-31,11625.0,207682540.0
2024-06-03,12417.1,288015035.0
2024-06-04,10952.3,416746764.0
2024-06-05,11191.45,197917105.0
2024-06-06,11456.3,177129834.0
2024-06-07,11696.65,142005797.0
2024-06-10,11686.85,119359170.0
2024-06-11,11842.0,192106621.0
2024-06-12,11940.3,140434054.0
2024-06-13,12023.25,103105433.0
2024-06-14,12095.25,105644545.0
2024-06-18,12089.2,88031939.0
2024-06-19,11879.3,93597812.0
2024-06-20,11989.1,92557292.0
2024-06-21,11860.45,138319174.0
2024-06-24,11808.15,87757621.0
2024-06-25,11755.6,84680508.0
2024-06-26,11918.6,74942892.0
2024-06-27,12021.55,124858283.0
2024-06-28,12223.35,125426433.0
2024-07-01,12270.35,109321590.0
2024-07-02,12301.95,140079639.0
2024-07-03,12305.4,177178186.0
2024-07-04,12314.0,137300934.0
2024-07-05,12547.0,153209951.0
2024-07-08,12656.85,159082972.0
2024-07-09,12634.8,122004912.0
2024-07-10,12640.9,123697052.0
2024-07-11,12779.75,181905082.0
2024-07-12,12855.5,171550730.0
2024-07-15,13111.6,192780938.0
2024-07-16,13090.45,184189270.0
2024-07-18,13094.35,160390800.0
2024-07-19,12729.9,
2024-07-22,12651.25,134563187.0
2024-07-23,12499.55,156405962.0
2024-07-24,12710.45,142093342.0
2024-07-25,12992.35,256647354.0
2024-07-26,13049.25,136743450.0
2024-07-29,13184.9,150950253.0
2024-07-30,13260.25,237234114.0
2024-07-31,13254.85,205714630.0
2024-08-01,13301.9,154604756.0
2024-08-02,13137.45,126035847.0
2024-08-05,12649.55,169961572.0
2024-08-06,12588.4,116197482.0
2024-08-07,12973.85,182821023.0
2024-08-08,12802.4,111330300.0
2024-08-09,12972.75,112617816.0
2024-08-12,13043.3,123739103.0
2024-08-13,12906.0,113435113.0
2024-08-14,12808.55,95489354.0
2024-08-16,12999.75,79014614.0
2024-08-19,13197.3,108493628.0
2024-08-20,13217.65,106885917.0
2024-08-21,13258.4,116562523.0
2024-08-22,13227.35,85096668.0
2024-08-23,13140.45,87947419.0
2024-08-26,13293.05,114856920.0
2024-08-27,13298.0,151780240.0
2024-08-28,13292.15,91140835.0
2024-08-29,13416.45,141419083.0
2024-08-30,13456.9,254870568.0
2024-09-02,13486.55,200944112.0
2024-09-03,13416.85,97805153.0
2024-09-04,13363.4,152548301.0
2024-09-05,13312.3,142149039.0
2024-09-06,13024.55,133877758.0
2024-09-09,12845.7,105829010.0
2024-09-10,12814.25,82663196.0
2024-09-11,12568.3,139062625.0
2024-09-12,12770.3,105068436.0
